spm_poor,spm_hmaritalstatus,spm_totval,spm_hage
0,1,127449,63
0,1,127449,63
0,1,64680,64
0,1,64680,64
0,5,40002,54
1,5,8424,74
1,5,8424,74
0,1,59114,47
0,1,59114,47
0,1,59114,47
0,1,59114,47
0,4,17526,71
0,5,11226,69
0,4,19626,80
0,1,117010,35
0,1,117010,35
0,1,117010,35
0,1,34735,35
0,1,34735,35
0,1,34735,35
0,4,20586,85
1,4,7626,80
0,5,15000,56
0,1,38703,65
0,1,38703,65
0,1,42400,55
0,1,42400,55
0,1,42400,55
0,5,35052,65
0,5,35052,65
0,7,75200,36
0,7,75200,36
0,7,75200,36
0,7,75200,36
0,7,75200,36
0,7,75200,36
0,7,75200,36
1,1,8308,67
1,1,8308,67
1,1,8308,67
1,7,10961,73
0,6,40872,36
0,4,22704,85
0,1,150000,53
0,1,150000,53
0,1,150000,53
0,1,70002,33
0,1,70002,33
0,1,70002,33
0,1,70002,33
0,5,42203,60
0,1,153013,59
0,1,153013,59
0,4,21421,85
0,1,91763,52
0,1,91763,52
0,1,91763,52
0,5,16450,71
1,1,10452,61
1,1,10452,61
0,1,96281,29
0,1,96281,29
0,1,96281,29
0,1,96281,29
0,1,96281,29
0,5,28000,59
0,5,28000,59
1,1,1655,61
1,1,1655,61
1,1,1655,61
1,1,1655,61
0,1,132786,42
0,1,132786,42
0,1,132786,42
0,1,132786,42
0,1,132786,42
0,7,20642,44
0,7,20642,44
0,7,20642,44
0,1,46444,72
0,1,46444,72
0,5,68175,75
0,1,65627,71
0,1,65627,71
0,7,73712,30
0,7,73712,30
0,7,73712,30
1,7,0,18
0,1,82063,35
0,1,82063,35
0,1,163625,66
0,1,163625,66
0,7,59577,72
0,7,59577,72
0,1,53954,55
0,1,53954,55
0,1,53954,55
0,1,49179,69
0,1,49179,69
0,1,79322,64
0,1,79322,64
0,1,47347,73
0,1,47347,73
0,1,117068,80
0,1,117068,80
0,1,117068,80
0,1,117068,80
0,1,117068,80
0,1,117068,80
0,1,65381,35
0,1,65381,35
0,1,65381,35
0,1,65381,35
0,1,65381,35
0,1,65381,35
0,1,93550,60
0,1,93550,60
0,1,91405,54
0,1,91405,54
0,1,53502,80
0,1,53502,80
0,1,171756,80
0,1,171756,80
0,5,126400,65
0,5,126400,65
0,1,95563,52
0,1,95563,52
0,1,95563,52
0,5,54050,53
0,5,54050,53
0,5,54050,53
0,7,57696,30
0,7,57696,30
0,7,57696,30
0,7,57696,30
1,1,18725,56
1,1,18725,56
1,1,18725,56
1,1,18725,56
0,1,96010,45
0,1,96010,45
0,1,96010,45
0,7,21170,30
0,7,21170,30
1,1,12826,49
1,1,12826,49
1,1,12826,49
0,1,300766,49
0,1,300766,49
0,1,300766,49
0,1,300766,49
0,1,300766,49
0,1,155003,28
0,1,155003,28
0,1,155003,28
0,1,155003,28
0,3,318216,77
0,1,107203,38
0,1,107203,38
0,7,55514,40
0,7,55514,40
0,7,55514,40
0,7,55514,40
0,1,42000,65
0,1,42000,65
1,7,27030,37
1,7,27030,37
1,7,27030,37
0,5,25390,71
0,1,47706,85
0,1,47706,85
0,5,49500,65
0,5,49500,65
0,5,49500,65
0,5,56008,51
0,5,56008,51
0,5,56008,51
0,1,21003,37
0,1,21003,37
0,1,21003,37
0,1,21003,37
0,1,85912,64
0,1,85912,64
0,7,31600,45
0,1,92831,69
0,1,92831,69
0,4,12426,78
1,5,18999,71
0,5,24001,58
0,5,9492,72
0,1,239382,60
0,1,239382,60
0,1,59150,72
0,1,59150,72
1,5,8400,60
0,5,30426,76
0,1,120213,43
0,1,120213,43
0,1,120213,43
0,1,120213,43
1,1,24212,63
1,1,24212,63
0,4,25368,85
0,1,27000,69
0,1,27000,69
0,1,65050,40
0,1,65050,40
0,1,65050,40
0,1,65050,40
1,1,26000,35
1,1,26000,35
1,1,26000,35
1,1,26000,35
1,1,26000,35
0,5,77330,44
0,5,77330,44
0,5,77330,44
0,5,77330,44
0,7,15476,30
0,7,15476,30
0,6,35930,46
0,6,35930,46
0,3,13396,73
0,7,54215,56
0,7,54215,56
0,1,88938,61
0,1,88938,61
0,1,88938,61
0,1,55785,66
0,1,55785,66
0,1,50542,64
0,1,50542,64
0,7,129687,50
0,7,129687,50
0,7,129687,50
0,7,129687,50
0,7,38990,74
0,4,26622,85
0,1,72409,62
0,1,72409,62
1,7,1,39
0,4,22317,77
0,4,22317,77
1,5,11,66
0,1,41185,72
0,1,41185,72
0,1,43002,27
0,1,43002,27
0,1,43002,27
0,1,87198,37
0,1,87198,37
1,1,9960,73
1,1,9960,73
0,5,25649,64
0,7,77000,49
0,7,77000,49
0,1,103208,75
0,1,103208,75
0,1,103208,75
0,4,30009,72
0,4,30009,72
0,1,252658,60
0,1,252658,60
0,7,58902,26
0,7,58902,26
0,7,58902,26
0,7,85000,24
0,7,85000,24
0,5,19681,71
0,1,101258,59
0,1,101258,59
0,7,58000,31
0,7,35000,32
0,5,51484,69
0,5,51484,69
0,5,51484,69
0,7,34800,29
0,7,34800,29
0,7,34800,29
0,1,103436,60
0,1,103436,60
0,7,76052,25
0,7,76052,25
0,7,76052,25
0,1,221042,35
0,1,221042,35
0,1,221042,35
0,1,221042,35
0,1,221042,35
0,1,221042,35
0,1,120745,30
0,1,120745,30
0,1,120745,30
0,1,179850,59
0,1,179850,59
0,1,198308,63
0,1,198308,63
1,1,20000,40
1,1,20000,40
1,1,20000,40
1,7,15556,37
1,7,15556,37
0,7,29003,54
0,7,29502,25
0,7,29001,24
0,5,19640,80
1,5,32822,77
1,5,32822,77
1,5,32822,77
0,1,119384,55
0,1,119384,55
0,1,119384,55
0,4,60028,80
0,5,52765,77
0,5,52765,77
1,7,0,37
1,7,0,37
1,7,0,37
0,1,68703,38
0,1,68703,38
0,5,120934,51
0,5,120934,51
0,7,50643,60
0,1,200691,51
0,1,200691,51
0,1,200691,51
0,3,61488,80
0,7,48327,73
0,7,60141,41
0,7,71427,58
1,4,4187,80
0,5,64031,73
0,5,64031,73
0,7,33200,31
0,7,33200,31
0,7,33200,31
0,1,65951,28
0,1,65951,28
0,1,65951,28
0,1,65951,28
0,1,65951,28
0,1,99404,29
0,1,99404,29
0,1,99404,29
0,1,99404,29
0,1,99404,29
0,7,111516,28
0,7,111516,28
0,7,111516,28
0,7,111516,28
0,6,40513,54
0,7,253601,43
0,7,253601,43
0,7,253601,43
0,7,45469,54
0,1,125091,56
0,1,125091,56
0,1,125091,56
0,1,64180,58
0,1,64180,58
0,1,64180,58
0,1,64180,58
0,1,74526,53
0,1,74526,53
0,1,95913,74
0,1,95913,74
0,1,134255,53
0,1,134255,53
0,7,75664,59
0,7,75664,59
0,7,75664,59
0,1,38432,72
0,1,38432,72
1,5,9372,54
0,4,15061,85
1,7,18567,22
0,1,27591,80
0,1,27591,80
0,1,150027,56
0,1,150027,56
0,5,86648,63
0,5,86648,63
0,7,32050,38
0,7,72002,21
0,7,72002,21
0,4,23232,78
0,7,69201,35
0,7,69201,35
0,7,69201,35
0,7,69201,35
0,5,43653,35
0,5,43653,35
0,5,43653,35
0,7,84305,31
0,7,84305,31
0,5,79215,49
0,5,79215,49
0,5,79215,49
0,1,92089,27
0,1,92089,27
0,1,92089,27
0,1,295951,60
0,1,295951,60
0,1,295951,60
0,1,295951,60
0,1,295951,60
0,7,96501,41
0,7,96501,41
0,5,77140,48
0,5,77140,48
0,5,77140,48
0,5,77140,48
0,1,65503,47
0,1,65503,47
0,1,65503,47
0,5,50068,30
0,5,50068,30
0,5,50068,30
0,1,42721,32
0,1,42721,32
0,1,42721,32
0,1,42721,32
0,1,79327,53
0,1,79327,53
0,1,79327,53
0,1,192642,44
0,1,192642,44
0,1,192642,44
0,1,192642,44
0,7,40587,32
0,3,105934,49
0,3,105934,49
1,7,0,18
0,1,60400,65
0,1,60400,65
0,1,50926,69
0,1,50926,69
0,4,17151,76
0,1,35900,31
0,1,35900,31
0,1,35900,31
0,1,35900,31
0,1,35900,31
0,1,35900,31
0,1,35900,31
0,4,96986,80
0,4,96986,80
0,1,269546,67
0,1,269546,67
0,6,57000,36
0,5,42000,27
0,1,105271,69
0,1,105271,69
0,1,69800,63
0,1,69800,63
0,1,142886,51
0,1,142886,51
0,1,142886,51
0,1,65388,78
0,1,65388,78
1,7,4400,29
0,1,147235,43
0,1,147235,43
0,1,147235,43
0,1,147235,43
0,1,147235,43
0,1,111090,64
0,1,111090,64
0,1,38831,73
0,1,38831,73
0,1,74420,76
0,1,74420,76
0,1,159613,74
0,1,159613,74
0,1,70547,62
0,1,70547,62
0,1,18111,64
0,1,18111,64
0,1,49491,43
0,1,49491,43
1,7,0,42
1,7,0,42
1,7,0,42
0,1,350020,59
0,1,350020,59
0,7,31728,65
0,1,217214,45
0,1,217214,45
0,1,217214,45
0,1,217214,45
0,5,95365,46
0,5,95365,46
0,5,95365,46
0,5,95365,46
0,7,42400,46
0,1,43701,79
0,1,43701,79
0,6,11412,60
0,7,78614,25
0,7,78614,25
0,7,44600,28
0,1,75000,48
0,1,75000,48
0,1,75000,48
0,4,25201,74
0,4,25201,74
0,7,60000,50
0,1,83396,64
0,1,83396,64
0,1,107343,66
0,1,107343,66
0,7,12000,60
0,5,43746,78
0,5,95244,39
0,5,95244,39
1,7,5010,17
0,1,196980,42
0,1,196980,42
0,1,196980,42
0,1,196980,42
0,5,44002,46
0,5,44002,46
0,1,82017,80
0,1,82017,80
0,1,63447,56
0,1,63447,56
0,1,63447,56
0,5,69400,59
0,5,29405,64
0,5,29405,64
0,1,44384,42
0,1,44384,42
0,1,44384,42
0,1,44384,42
0,1,104560,45
0,1,104560,45
0,1,104560,45
0,1,104560,45
0,1,104560,45
0,1,104560,45
0,1,60054,37
0,1,60054,37
0,1,60054,37
0,1,60054,37
0,7,109710,34
0,7,109710,34
0,7,109710,34
0,7,109710,34
0,1,112051,26
0,1,112051,26
0,5,123652,27
0,5,123652,27
1,7,0,47
0,1,92178,50
0,1,92178,50
0,1,104737,38
0,1,104737,38
0,1,104737,38
0,1,104737,38
0,7,18792,42
0,7,18792,42
0,7,18792,42
0,1,120200,56
0,1,120200,56
0,1,120200,56
0,1,257542,49
0,1,257542,49
0,1,257542,49
0,1,161779,48
0,1,161779,48
0,1,161779,48
0,1,161779,48
0,1,94408,63
0,1,94408,63
0,1,94408,63
0,6,22001,38
0,6,22001,38
0,6,22001,38
0,1,148517,53
0,1,148517,53
0,7,42336,44
0,7,42336,44
0,7,42336,44
0,7,42336,44
0,7,42336,44
0,7,42336,44
0,5,35148,64
0,4,23226,68
0,4,23226,68
0,1,159099,32
0,1,159099,32
0,1,159099,32
0,1,159099,32
0,1,159099,32
0,5,50846,56
0,5,50846,56
0,5,50846,56
0,5,50846,56
1,4,16569,72
1,4,16569,72
0,1,72333,78
0,1,72333,78
0,7,50020,32
0,1,216231,55
0,1,216231,55
0,1,216231,55
0,1,216231,55
0,1,216231,55
0,5,16480,74
0,7,38003,33
0,7,38003,33
0,7,38003,33
0,7,38003,33
0,4,34874,85
0,1,132920,60
0,1,132920,60
0,1,132920,60
0,1,39898,65
0,1,39898,65
0,1,123451,50
0,1,123451,50
0,1,123451,50
0,5,50713,77
0,5,50713,77
0,7,37405,54
1,7,2400,25
0,4,128806,63
0,4,128806,63
0,1,142859,65
0,1,142859,65
0,1,142859,65
0,1,125349,60
0,1,125349,60
0,7,50136,28
0,7,50136,28
0,7,50136,28
0,7,50136,28
0,5,89631,80
1,7,1,47
0,4,32746,56
0,4,32746,56
0,4,32746,56
1,4,10440,69
0,1,91141,31
0,1,91141,31
0,1,100000,56
0,1,100000,56
0,5,24840,70
0,1,95966,43
0,1,95966,43
0,1,95966,43
0,1,95966,43
0,1,95966,43
0,1,48024,63
0,1,48024,63
0,5,23970,64
0,7,21000,36
0,7,21000,36
0,7,21000,36
0,1,67105,67
0,1,67105,67
0,1,67105,67
0,1,67105,67
0,5,17716,58
0,1,52147,71
0,1,52147,71
0,1,52147,71
0,5,101202,52
0,5,101202,52
0,5,101202,52
0,5,101202,52
0,4,111540,74
0,4,111540,74
0,5,59988,65
0,5,59988,65
0,5,59988,65
0,5,59988,65
0,5,59988,65
0,4,14680,76
0,7,27000,76
0,1,82222,64
0,1,82222,64
0,5,15126,64
0,1,31946,76
0,1,31946,76
0,4,87064,74
0,5,48416,71
0,5,48416,71
0,1,61067,52
0,1,61067,52
0,1,61067,52
0,4,185795,85
0,1,647899,62
0,1,647899,62
0,1,647899,62
0,1,395900,64
0,1,395900,64
0,5,43000,60
0,1,35678,59
0,1,35678,59
0,7,114001,52
0,7,114001,52
0,4,21229,85
0,1,67089,75
0,1,67089,75
0,7,155881,30
0,7,155881,30
0,7,9361,38
0,4,47538,76
0,4,47538,76
0,4,47538,76
0,1,329232,61
0,1,329232,61
0,1,166247,40
0,1,166247,40
0,1,166247,40
0,1,166247,40
0,1,53525,71
0,1,53525,71
0,1,102356,69
0,1,102356,69
0,7,65001,47
0,1,207701,80
0,1,207701,80
0,2,52005,24
0,2,52005,24
0,1,115697,27
0,1,115697,27
0,5,42428,79
0,1,171650,46
0,1,171650,46
0,1,171650,46
0,4,44303,80
0,7,31000,42
0,1,153427,73
0,1,153427,73
0,4,11160,69
0,1,78744,76
0,1,78744,76
0,1,104243,60
0,1,104243,60
0,1,104243,60
1,1,71241,37
1,1,71241,37
1,1,71241,37
1,1,71241,37
1,1,71241,37
0,1,148076,38
0,1,148076,38
0,1,148076,38
0,1,148076,38
0,7,180000,55
1,4,7626,85
0,7,60000,29
0,7,59000,33
0,7,35000,25
0,7,150708,37
0,7,150708,37
0,1,145091,69
0,1,145091,69
1,5,12882,63
1,7,26100,44
1,7,26100,44
1,7,26100,44
1,7,26100,44
0,5,172120,45
0,5,172120,45
0,5,172120,45
0,5,172120,45
0,5,172120,45
0,5,172120,45
0,5,172120,45
1,7,8002,45
1,7,8002,45
0,5,43698,66
0,3,58000,49
0,3,58000,49
0,3,58000,49
0,5,33048,73
0,1,73626,80
0,1,73626,80
0,1,51624,80
0,1,51624,80
0,5,48600,59
0,4,63673,69
0,1,245200,37
0,1,245200,37
0,1,33000,85
0,1,33000,85
0,1,88697,68
0,1,88697,68
0,4,55620,58
0,1,38944,70
0,1,38944,70
0,7,110000,35
0,4,148870,72
0,5,176503,59
0,5,176503,59
0,7,270430,61
0,1,60022,61
0,1,60022,61
0,1,31740,78
0,1,31740,78
0,1,74395,27
0,1,74395,27
0,7,58776,47
0,1,61034,35
0,1,61034,35
0,7,21733,49
0,7,123783,26
0,7,123783,26
1,3,24702,55
1,3,24702,55
0,4,15737,74
0,4,86200,80
0,7,110510,34
0,1,121860,75
0,1,121860,75
0,5,158040,67
0,1,74127,77
0,1,74127,77
0,1,173814,62
0,1,173814,62
0,1,148024,51
0,1,148024,51
0,1,148024,51
0,1,137710,62
0,1,137710,62
0,1,137710,62
0,1,137710,62
1,7,2520,52
0,7,87583,33
0,7,87583,33
0,1,225410,37
0,1,225410,37
0,1,225410,37
0,1,225410,37
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,253800,47
0,1,131300,58
0,1,131300,58
0,1,131300,58
0,5,140511,66
0,1,240014,53
0,1,240014,53
0,7,19894,73
0,1,173000,62
0,1,173000,62
1,7,0,22
1,7,13697,23
0,7,36000,24
0,1,182430,67
0,1,182430,67
0,5,32000,52
0,5,32000,52
0,1,129025,43
0,1,129025,43
0,1,105757,39
0,1,105757,39
0,1,105757,39
0,1,105757,39
0,1,117790,59
0,1,117790,59
1,7,3500,35
0,7,24960,46
0,7,85069,42
0,7,85069,42
0,7,60010,31
0,7,55002,37
0,7,160001,58
0,1,163915,66
0,1,163915,66
0,7,66059,26
0,7,66059,26
0,1,152300,39
0,1,152300,39
0,1,152300,39
0,1,152300,39
0,1,137850,39
0,1,137850,39
0,1,137850,39
0,1,137850,39
1,5,21800,46
1,5,21800,46
1,5,21800,46
0,1,122741,44
0,1,122741,44
0,1,122741,44
0,1,122741,44
0,7,51800,56
0,7,51800,56
0,7,51800,56
0,1,94601,36
0,1,94601,36
0,1,94601,36
0,1,94601,36
0,1,336711,45
0,1,336711,45
0,1,336711,45
0,1,336711,45
0,5,26000,49
0,5,26000,49
0,5,26000,49
0,1,59100,43
0,1,59100,43
0,1,101203,43
0,1,101203,43
0,1,101203,43
0,1,101203,43
0,1,101203,43
0,1,101203,43
0,4,115800,85
0,1,36641,77
0,1,36641,77
0,4,99650,53
0,4,99650,53
0,4,99650,53
0,1,225750,51
0,1,225750,51
0,7,86571,42
0,7,86571,42
0,1,83151,64
0,1,83151,64
1,4,12391,76
1,4,12391,76
0,1,128314,69
0,1,128314,69
0,1,239538,44
0,1,239538,44
0,1,239538,44
0,1,239538,44
0,1,132959,62
0,1,132959,62
0,3,49002,68
0,1,231636,37
0,1,231636,37
0,1,231636,37
0,5,18961,67
0,1,156363,75
0,1,156363,75
0,1,56881,85
0,1,56881,85
0,1,87102,63
0,1,87102,63
0,1,155809,67
0,1,155809,67
0,7,35100,19
0,7,35100,19
0,1,169559,49
0,1,169559,49
0,7,58000,37
0,7,58000,37
0,1,147602,65
0,1,147602,65
0,1,147602,65
0,1,131461,69
0,1,131461,69
0,1,365026,60
0,1,365026,60
0,1,365026,60
0,1,365026,60
0,1,38255,80
0,1,38255,80
0,1,93203,62
0,1,93203,62
0,1,93203,62
0,1,188227,55
0,1,188227,55
0,1,188227,55
0,1,188227,55
0,1,194901,51
0,1,194901,51
0,1,36885,70
0,1,36885,70
0,1,133967,65
0,1,133967,65
0,1,133967,65
0,1,133967,65
0,1,133967,65
0,1,149189,53
0,1,149189,53
0,1,149189,53
0,4,13746,85
0,7,49815,59
0,7,52800,54
0,5,110100,51
0,5,110100,51
0,5,110100,51
0,5,32051,62
0,5,90032,56
0,4,19631,80
0,5,20130,70
0,5,52389,78
0,1,65800,31
0,1,65800,31
0,1,65800,31
0,1,65800,31
0,4,31637,85
0,1,260272,64
0,1,260272,64
0,7,54675,25
0,1,91157,64
0,1,91157,64
0,1,149005,63
0,1,149005,63
0,7,81826,85
0,4,29790,58
1,5,12156,85
0,1,36590,78
0,1,36590,78
0,1,60104,37
0,1,60104,37
0,1,60104,37
0,1,278004,36
0,1,278004,36
0,1,278004,36
0,1,278004,36
0,1,89251,63
0,1,89251,63
0,7,11820,59
0,7,160520,46
0,1,150475,41
0,1,150475,41
0,1,150475,41
0,1,150475,41
0,1,150475,41
0,1,150475,41
0,1,115200,61
0,1,115200,61
0,1,115200,61
0,1,115200,61
1,4,14164,65
0,1,20593,72
0,1,20593,72
0,5,199845,56
0,5,199845,56
0,5,133001,53
0,2,124001,49
0,2,124001,49
0,2,124001,49
0,1,106052,59
0,1,106052,59
0,7,34003,38
0,7,34003,38
1,5,13000,63
0,1,103009,66
0,1,103009,66
0,5,131134,61
0,5,131134,61
0,1,222600,39
0,1,222600,39
0,1,222600,39
0,1,222600,39
0,4,15910,76
0,5,129999,39
0,5,129999,39
0,1,242220,47
0,1,242220,47
0,1,242220,47
0,1,144001,31
0,1,144001,31
0,1,144001,31
0,1,144001,31
0,1,144001,31
0,1,278165,37
0,1,278165,37
0,1,278165,37
0,1,278165,37
0,7,21480,50
0,7,21480,50
0,1,84020,28
0,1,84020,28
0,1,84020,28
0,1,84020,28
0,1,129003,43
0,1,129003,43
0,1,129003,43
0,7,72000,38
0,7,72000,38
0,7,72000,38
0,7,72000,38
0,1,47000,43
0,1,47000,43
0,1,47000,43
0,1,163639,29
0,1,163639,29
0,1,163639,29
0,1,201708,55
0,1,201708,55
0,1,201708,55
0,1,201708,55
0,7,79036,32
0,7,79036,32
0,7,79036,32
0,7,79036,32
0,1,162735,46
0,1,162735,46
0,1,162735,46
0,1,162735,46
1,7,0,23
0,1,60041,45
0,1,60041,45
0,1,60041,45
0,1,60041,45
0,1,60041,45
0,1,254706,51
0,1,254706,51
0,1,254706,51
0,1,254706,51
0,1,121580,78
0,1,121580,78
0,1,110572,76
0,1,110572,76
0,4,40332,65
0,1,43592,66
0,1,43592,66
0,5,19839,50
0,1,50006,62
0,1,50006,62
0,1,50006,62
0,1,252340,36
0,1,252340,36
0,1,252340,36
0,1,252340,36
0,5,60000,43
0,5,60000,43
0,1,234175,60
0,1,234175,60
0,5,27758,80
0,5,111001,76
0,1,132214,70
0,1,132214,70
0,7,33960,35
0,7,33960,35
0,5,42000,30
0,5,42000,30
0,5,42000,30
0,1,44308,69
0,1,44308,69
0,5,81272,68
0,1,143541,71
0,1,143541,71
0,1,43042,71
0,1,43042,71
0,1,267292,65
0,1,267292,65
0,1,267292,65
0,1,267292,65
0,6,41500,35
0,6,41500,35
0,6,41500,35
0,6,41500,35
0,4,54162,75
0,1,263120,52
0,1,263120,52
0,1,263120,52
0,1,263120,52
0,3,86017,63
0,6,151430,55
0,1,114085,68
0,1,114085,68
0,1,114085,68
0,1,114085,68
0,1,114085,68
0,1,114085,68
0,1,114085,68
0,1,34966,85
0,1,34966,85
0,1,48542,39
0,1,48542,39
0,1,48542,39
0,1,48542,39
0,7,27367,29
0,7,27367,29
0,5,47010,46
0,5,47010,46
0,5,38200,54
0,5,38200,54
0,5,37222,69
0,5,37222,69
0,7,19080,76
0,1,114471,66
0,1,114471,66
0,7,43000,65
0,7,43000,65
0,1,90643,39
0,1,90643,39
0,1,90643,39
0,1,90643,39
0,1,128108,54
0,1,128108,54
0,1,236709,49
0,1,236709,49
0,1,236709,49
0,1,236709,49
1,1,11570,76
1,1,11570,76
0,5,25026,54
0,5,12000,63
0,1,87356,63
0,1,87356,63
0,1,70855,53
0,1,70855,53
0,7,28001,31
0,7,51800,32
0,7,51800,32
0,7,51800,32
0,4,25780,67
0,5,176017,50
0,5,176017,50
0,5,176017,50
0,5,365025,47
0,5,365025,47
0,5,365025,47
0,1,86558,67
0,1,86558,67
0,1,124854,34
0,1,124854,34
0,1,124854,34
0,1,124854,34
0,1,193910,50
0,1,193910,50
1,1,26489,80
1,1,26489,80
0,5,40001,66
0,1,163202,54
0,1,163202,54
0,1,136306,75
0,1,136306,75
0,7,56700,51
0,4,23736,77
0,1,149714,60
0,1,149714,60
0,4,53500,80
0,1,31946,85
0,1,31946,85
0,4,54741,85
0,1,156737,53
0,1,156737,53
0,1,156737,53
0,1,273875,85
0,1,273875,85
0,1,79415,57
0,1,79415,57
0,1,46108,80
0,1,46108,80
0,1,46108,80
0,1,46108,80
0,1,46108,80
0,1,330796,51
0,1,330796,51
0,1,204819,50
0,1,204819,50
0,5,67500,53
0,4,119858,75
0,7,66604,60
0,7,66604,60
0,5,130504,35
0,5,130504,35
0,1,113500,49
0,1,113500,49
0,1,113500,49
0,7,84954,61
1,7,22000,32
0,1,70282,32
0,1,70282,32
0,1,76309,65
0,1,76309,65
0,1,198159,72
0,1,198159,72
0,1,198159,72
0,1,198159,72
0,1,198159,72
0,1,198159,72
0,7,66006,23
0,7,66006,23
0,1,67259,85
0,1,67259,85
0,1,209158,58
0,1,209158,58
0,1,209158,58
1,7,29800,18
1,7,29800,18
0,1,69802,61
0,1,69802,61
0,5,24001,32
0,5,24001,32
0,1,55216,55
0,1,55216,55
0,1,211610,56
0,1,211610,56
0,1,211610,56
0,5,120311,63
0,4,69000,80
0,4,104082,65
0,1,149890,53
0,1,149890,53
0,1,100851,65
0,1,100851,65
0,1,55121,32
0,1,55121,32
0,1,102800,48
0,1,102800,48
0,1,102800,48
0,1,102800,48
0,7,83016,25
0,7,83016,25
0,7,83016,25
0,7,83016,25
0,1,116606,29
0,1,116606,29
0,7,52033,57
0,7,35001,43
0,1,265160,60
0,1,265160,60
0,1,265160,60
0,4,127800,67
0,1,64869,63
0,1,64869,63
0,1,50030,66
0,1,50030,66
0,1,34026,80
0,1,34026,80
0,1,136269,29
0,1,136269,29
0,5,60000,43
0,3,183020,63
0,1,165556,56
0,1,165556,56
0,1,165556,56
0,1,165556,56
0,1,129005,39
0,1,129005,39
0,1,129005,39
0,5,45500,48
0,5,45500,48
0,5,45500,48
0,1,696600,58
0,1,696600,58
0,1,696600,58
0,1,696600,58
0,3,96283,71
0,3,96283,71
1,7,20000,27
1,7,6942,63
1,7,6942,63
0,5,41591,58
0,1,48972,39
0,1,48972,39
0,1,48972,39
0,1,48972,39
0,1,48972,39
0,1,48972,39
0,5,58000,53
0,5,58000,53
0,1,50796,68
0,1,50796,68
0,1,40570,80
0,1,40570,80
0,6,34832,45
0,6,34832,45
0,6,34832,45
1,7,45360,40
1,7,45360,40
0,5,140010,64
0,1,447984,51
0,1,447984,51
0,1,447984,51
0,1,447984,51
0,1,447984,51
0,1,447984,51
1,5,22938,66
0,1,107720,49
0,1,107720,49
0,1,107720,49
0,1,107720,49
0,1,151010,60
0,1,151010,60
0,5,40420,76
0,5,40420,76
0,5,40420,76
0,1,162000,44
0,1,162000,44
0,1,162000,44
0,1,162000,44
0,1,162000,44
0,1,162000,44
0,1,162000,44
0,1,349221,48
0,1,349221,48
0,1,349221,48
0,1,349221,48
0,1,125489,55
0,1,125489,55
0,1,125489,55
0,1,252489,63
0,1,252489,63
0,1,252489,63
0,1,252489,63
0,1,252489,63
0,7,38508,52
0,7,110175,27
0,7,110175,27
0,7,110175,27
0,1,47576,63
0,1,47576,63
0,4,24750,85
1,5,16745,85
1,4,1994,79
0,1,233841,53
0,1,233841,53
0,1,233841,53
0,1,171638,54
0,1,171638,54
0,1,171638,54
0,1,171638,54
0,1,171638,54
0,7,109050,30
0,7,109050,30
0,7,33563,29
1,1,21342,72
1,1,21342,72
0,5,58890,72
0,6,96602,69
0,6,96602,69
0,7,150001,49
0,1,297876,70
0,1,297876,70
0,1,199351,34
0,1,199351,34
0,1,199351,34
1,1,21501,28
1,1,21501,28
1,1,21501,28
0,1,164256,57
0,1,164256,57
0,1,164256,57
0,1,164256,57
0,7,103701,30
0,7,103701,30
0,7,40013,62
0,1,20734,75
0,1,20734,75
0,1,205483,63
0,1,205483,63
0,1,129730,45
0,1,129730,45
0,1,129730,45
0,4,86800,50
0,4,86800,50
0,4,86800,50
0,4,88323,71
0,4,88323,71
0,1,124306,52
0,1,124306,52
0,1,124306,52
0,1,124306,52
0,1,402000,55
0,1,402000,55
0,1,402000,55
0,7,81512,52
0,1,321521,55
0,1,321521,55
0,1,321521,55
0,1,321521,55
0,1,122118,69
0,1,122118,69
0,1,122118,69
0,1,170731,59
0,1,170731,59
0,5,78051,59
0,5,78051,59
0,5,78051,59
0,5,78051,59
0,5,78051,59
0,5,78051,59
0,1,60001,47
0,1,60001,47
0,1,139136,38
0,1,139136,38
0,1,139136,38
0,1,139136,38
0,1,112050,57
0,1,112050,57
0,1,283202,56
0,1,283202,56
0,1,283202,56
0,1,283202,56
0,5,123294,53
0,5,123294,53
0,5,91031,66
0,5,91031,66
1,1,54500,49
1,1,54500,49
1,1,54500,49
0,1,227600,55
0,1,227600,55
0,1,227600,55
0,1,227600,55
1,1,56863,59
1,1,56863,59
1,1,56863,59
1,1,56863,59
0,1,167400,52
0,1,167400,52
0,1,167400,52
0,1,175000,46
0,1,175000,46
0,1,175000,46
0,1,175000,46
0,5,235101,59
0,5,235101,59
0,1,126100,55
0,1,126100,55
0,7,30690,25
0,1,119517,35
0,1,119517,35
0,1,119517,35
0,1,119517,35
0,1,119517,35
0,5,142002,50
0,5,142002,50
0,1,168100,57
0,1,168100,57
0,1,168100,57
0,1,168100,57
0,1,168100,57
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,150769,41
0,1,271003,41
0,1,271003,41
0,1,271003,41
0,1,271003,41
0,1,250156,38
0,1,250156,38
0,1,250156,38
0,1,250156,38
1,1,1201,35
1,1,1201,35
1,1,1201,35
1,1,1201,35
